2009,10,23,FITB,SELL,100
2009,10,26,FITB,BUY,100
2009,11,2,FITB,SELL,100
2009,11,20,FITB,BUY,100
2009,11,30,FITB,SELL,100
2009,11,25,FITB,BUY,100
2009,12,3,FITB,SELL,100
2009,12,15,FITB,BUY,100
2009,12,22,FITB,SELL,100
2009,12,23,FITB,BUY,100
2009,12,30,FITB,SELL,100
2009,12,28,FITB,BUY,100
2009,12,30,FITB,SELL,100
2008,10,7,FTR,BUY,100
2008,10,14,FTR,SELL,100
2008,10,22,GCI,BUY,100
2008,10,29,GCI,SELL,100
2008,10,29,GCI,BUY,100
2008,11,5,GCI,SELL,100
2008,11,11,GCI,BUY,100
2008,11,18,GCI,SELL,100
2009,9,23,GCI,BUY,100
2009,9,30,GCI,SELL,100
2009,10,30,GCI,BUY,100
2009,11,6,GCI,SELL,100
2009,11,30,GCI,BUY,100
2009,12,7,GCI,SELL,100
2009,12,2,GCI,BUY,100
2009,12,9,GCI,SELL,100
2009,2,20,GE,BUY,100
2009,2,27,GE,SELL,100
2009,3,20,GE,BUY,100
2009,3,27,GE,SELL,100
2009,3,30,GE,BUY,100
2009,4,6,GE,SELL,100
2008,11,10,GLW,BUY,100
2008,11,17,GLW,SELL,100
2009,1,12,GLW,BUY,100
2009,1,20,GLW,SELL,100
2009,1,26,GLW,BUY,100
2009,2,2,GLW,SELL,100
2009,2,20,GLW,BUY,100
2009,2,27,GLW,SELL,100
2009,3,2,GLW,BUY,100
2009,3,9,GLW,SELL,100
2009,3,9,GLW,BUY,100
2009,3,16,GLW,SELL,100
2008,9,17,GNW,BUY,100
2008,9,24,GNW,SELL,100
2008,9,26,GNW,BUY,100
2008,10,3,GNW,SELL,100
2009,9,1,GNW,BUY,100
2009,9,9,GNW,SELL,100
2009,10,26,GNW,BUY,100
2009,11,2,GNW,SELL,100
2008,11,20,GPS,BUY,100
2008,11,28,GPS,SELL,100
2009,3,6,GPS,BUY,100
2009,3,13,GPS,SELL,100
2008,10,22,GT,BUY,100
2008,10,29,GT,SELL,100
2008,11,5,GT,BUY,100
2008,11,12,GT,SELL,100
2009,4,20,GT,BUY,100
2009,4,27,GT,SELL,100
2009,3,3,HAR,BUY,100
2009,3,10,HAR,SELL,100
2009,3,5,HAR,BUY,100
2009,3,12,HAR,SELL,100
2008,4,11,HBAN,BUY,100
2008,4,18,HBAN,SELL,100
2008,4,18,HBAN,BUY,100
2008,4,25,HBAN,SELL,100
2008,9,22,HBAN,BUY,100
2008,9,29,HBAN,SELL,100
2008,10,7,HBAN,BUY,100
2008,10,14,HBAN,SELL,100
2008,10,15,HBAN,BUY,100
2008,10,22,HBAN,SELL,100
2008,10,31,HBAN,BUY,100
2008,11,7,HBAN,SELL,100
2008,11,6,HBAN,BUY,100
2008,11,13,HBAN,SELL,100
2009,3,5,HCBK,BUY,100
2009,3,12,HCBK,SELL,100
2008,10,30,HIG,BUY,100
2008,11,6,HIG,SELL,100
2008,11,12,HIG,BUY,100
2008,11,19,HIG,SELL,100
2008,11,17,HIG,BUY,100
2008,11,24,HIG,SELL,100
2009,2,17,HIG,BUY,100
2009,2,24,HIG,SELL,100
2009,2,19,HIG,BUY,100
2009,2,26,HIG,SELL,100
2009,4,20,HIG,BUY,100
2009,4,27,HIG,SELL,100
2009,4,22,HIG,BUY,100
2009,4,29,HIG,SELL,100
2009,3,2,HOG,BUY,100
2009,3,9,HOG,SELL,100
2009,3,3,HOT,BUY,100
2009,3,10,HOT,SELL,100
2009,3,5,HOT,BUY,100
2009,3,12,HOT,SELL,100
2008,10,7,HST,BUY,100
2008,10,14,HST,SELL,100
2008,10,14,HST,BUY,100
2008,10,21,HST,SELL,100
2008,11,3,HST,BUY,100
2008,11,10,HST,SELL,100
2008,11,5,HST,BUY,100
2008,11,12,HST,SELL,100
2009,8,6,HST,BUY,100
2009,8,13,HST,SELL,100
2009,8,17,HST,BUY,100
2009,8,24,HST,SELL,100
2009,8,31,HST,BUY,100
2009,9,8,HST,SELL,100
2009,10,28,HST,BUY,100
2009,11,4,HST,SELL,100
2009,11,2,HST,BUY,100
2009,11,9,HST,SELL,100
2009,11,4,HST,BUY,100
2009,11,11,HST,SELL,100
2009,11,6,HST,BUY,100
2009,11,13,HST,SELL,100
2008,11,19,IGT,BUY,100
2008,11,26,IGT,SELL,100
2008,12,1,IGT,BUY,100
2008,12,8,IGT,SELL,100
2009,2,12,IGT,BUY,100
2009,2,20,IGT,SELL,100
2009,3,27,IGT,BUY,100
2009,4,3,IGT,SELL,100
2009,1,20,IP,BUY,100
2009,1,27,IP,SELL,100
2009,1,30,IP,BUY,100
2009,2,6,IP,SELL,100
2008,5,20,IPG,BUY,100
2008,5,28,IPG,SELL,100
2008,11,19,IVZ,BUY,100
2008,11,26,IVZ,SELL,100
2009,3,3,IVZ,BUY,100
2009,3,10,IVZ,SELL,100
2009,3,5,IVZ,BUY,100
2009,3,12,IVZ,SELL,100
2008,3,26,JBL,BUY,100
2008,4,2,JBL,SELL,100
2008,4,8,JBL,BUY,100
2008,4,15,JBL,SELL,100
2008,4,11,JBL,BUY,100
2008,4,18,JBL,SELL,100
2008,9,29,JBL,BUY,100
2008,10,6,JBL,SELL,100
2009,8,14,JBL,BUY,100
2009,8,21,JBL,SELL,100
2009,3,5,JCI,BUY,100
2009,3,12,JCI,SELL,100
2008,9,4,JDSU,BUY,100
2008,9,11,JDSU,SELL,100
2008,11,19,JWN,BUY,100
2008,11,26,JWN,SELL,100
2008,7,11,KEY,BUY,100
2008,7,18,KEY,SELL,100
2008,9,29,KEY,BUY,100
2008,10,6,KEY,SELL,100
2008,10,8,KEY,BUY,100
2008,10,15,KEY,SELL,100
2008,10,20,KEY,BUY,100
2008,10,27,KEY,SELL,100
2008,10,27,KEY,BUY,100
2008,11,3,KEY,SELL,100
2008,11,12,KEY,BUY,100
2008,11,19,KEY,SELL,100
2008,11,14,KEY,BUY,100
2008,11,21,KEY,SELL,100
2009,2,17,KIM,BUY,100
2009,2,24,KIM,SELL,100
2009,2,23,KIM,BUY,100
2009,3,2,KIM,SELL,100
2009,4,14,KIM,BUY,100
2009,4,21,KIM,SELL,100
2009,4,20,KIM,BUY,100
2009,4,27,KIM,SELL,100
2009,6,17,KIM,BUY,100
2009,6,24,KIM,SELL,100
2009,6,22,KIM,BUY,100
2009,6,29,KIM,SELL,100
2009,7,2,KIM,BUY,100
2009,7,10,KIM,SELL,100
2008,10,8,KMX,BUY,100
2008,10,15,KMX,SELL,100
2008,10,15,KMX,BUY,100
2008,10,22,KMX,SELL,100
2008,10,22,KMX,BUY,100
2008,10,29,KMX,SELL,100
2008,11,3,KMX,BUY,100
2008,11,10,KMX,SELL,100
2008,11,5,KMX,BUY,100
2008,11,12,KMX,SELL,100
2009,5,21,KMX,BUY,100
2009,5,29,KMX,SELL,100
2008,10,9,LEN,BUY,100
2008,10,16,LEN,SELL,100
2008,12,19,LEN,BUY,100
2008,12,29,LEN,SELL,100
2009,1,9,LEN,BUY,100
2009,1,16,LEN,SELL,100
2009,3,30,LEN,BUY,100
2009,4,6,LEN,SELL,100
2009,4,28,LEN,BUY,100
2009,5,5,LEN,SELL,100
2009,4,30,LEN,BUY,100
2009,5,7,LEN,SELL,100
2009,5,7,LEN,BUY,100
2009,5,14,LEN,SELL,100
2009,5,11,LEN,BUY,100
2009,5,18,LEN,SELL,100
2009,5,19,LEN,BUY,100
2009,5,27,LEN,SELL,100
2008,11,19,LNC,BUY,100
2008,11,26,LNC,SELL,100
2009,2,27,LNC,BUY,100
2009,3,6,LNC,SELL,100
2009,3,30,LNC,BUY,100
2009,4,6,LNC,SELL,100
